product_id,brand,seller_id,stock_quantity,avg_rating,num_reviews
PROD00252,Brand_F,SELLER011,583,3.2,1960
PROD00408,Brand_C,SELLER032,60,3.0,1501
PROD04317,Brand_B,SELLER036,629,2.7,3771
PROD00064,Brand_G,SELLER058,949,2.9,3823
PROD02565,Brand_C,SELLER072,350,2.6,190
PROD00868,Brand_A,SELLER050,143,4.6,1361
PROD02877,Brand_H,SELLER004,125,3.0,2085
PROD04748,Brand_F,SELLER067,798,4.9,4058
PROD03783,Brand_C,SELLER046,333,4.5,2536
PROD01543,Brand_H,SELLER065,568,3.1,4365
PROD03587,Brand_C,SELLER001,245,4.4,768
PROD04571,Brand_G,SELLER039,908,4.5,2053
PROD02537,Brand_F,SELLER094,930,2.9,1385
PROD01127,Brand_A,SELLER033,769,3.9,3999
PROD02985,Brand_C,SELLER088,276,4.6,2092
PROD03129,Brand_G,SELLER063,504,3.7,2691
PROD02235,Brand_G,SELLER066,963,4.0,4184
PROD03064,Brand_A,SELLER077,266,3.7,3775
PROD01137,Brand_G,SELLER013,937,4.3,1077
PROD01954,Brand_H,SELLER064,28,4.9,1285
PROD02891,Brand_H,SELLER031,837,3.5,1737
PROD02926,Brand_E,SELLER005,228,3.5,1752
PROD01105,Brand_G,SELLER039,160,3.0,846
PROD01566,Brand_F,SELLER074,205,4.0,3018
PROD03010,Brand_C,SELLER014,825,3.7,4458
PROD02511,Brand_F,SELLER016,51,2.9,326
PROD02977,Brand_H,SELLER001,700,4.4,1905
PROD03039,Brand_C,SELLER053,818,4.5,3708
PROD02145,Brand_D,SELLER060,845,3.3,4277
PROD00532,Brand_H,SELLER076,647,3.9,2153
PROD03829,Brand_H,SELLER049,504,4.4,4664
PROD02823,Brand_E,SELLER077,931,3.7,217
PROD02835,Brand_A,SELLER059,792,3.3,1829
PROD04958,Brand_A,SELLER008,899,3.7,2677
PROD02475,Brand_H,SELLER019,74,2.8,3270
PROD02616,Brand_D,SELLER005,725,4.4,711
PROD02378,Brand_H,SELLER025,767,2.9,1163
PROD00738,Brand_A,SELLER002,276,4.1,1783
PROD00974,Brand_D,SELLER085,340,3.6,3820
PROD01123,Brand_A,SELLER094,929,4.7,641
PROD04176,Brand_D,SELLER089,348,3.2,1915
PROD04732,Brand_B,SELLER022,879,4.1,1194
PROD01671,Brand_B,SELLER061,581,4.9,4276
PROD02166,Brand_D,SELLER056,150,3.7,2395
PROD04592,Brand_D,SELLER012,790,3.4,1968
PROD03624,Brand_B,SELLER082,823,4.3,401
PROD04351,Brand_E,SELLER045,375,3.2,2142
PROD03912,Brand_E,SELLER063,950,3.4,2721
PROD01527,Brand_A,SELLER074,851,4.6,1519
PROD03835,Brand_H,SELLER045,359,2.8,312
PROD01438,Brand_D,SELLER067,541,2.6,2007
PROD03660,Brand_E,SELLER059,259,3.5,2022
PROD00962,Brand_B,SELLER059,149,3.8,4365
PROD04881,Brand_H,SELLER043,952,4.0,2963
PROD04263,Brand_F,SELLER087,755,3.2,526
PROD03244,Brand_C,SELLER031,897,4.7,4413
PROD01475,Brand_E,SELLER031,934,3.5,1246
PROD04333,Brand_G,SELLER002,305,3.8,3237
PROD00925,Brand_C,SELLER037,507,4.4,3649
PROD01780,Brand_C,SELLER068,407,3.6,184
PROD00500,Brand_E,SELLER009,864,4.7,2327
PROD01223,Brand_C,SELLER060,341,4.5,1518
PROD03182,Brand_H,SELLER059,126,4.9,1585
PROD04579,Brand_C,SELLER065,986,4.2,4669
PROD04523,Brand_H,SELLER073,999,3.7,4083
PROD02564,Brand_E,SELLER037,418,4.3,1098
PROD02109,Brand_G,SELLER072,625,4.3,735
PROD00398,Brand_F,SELLER045,569,4.1,1799
PROD04360,Brand_D,SELLER007,361,2.6,259
PROD04313,Brand_D,SELLER054,577,4.1,1307
PROD00260,Brand_A,SELLER046,570,4.0,678
PROD04327,Brand_D,SELLER084,407,4.1,1887
PROD00129,Brand_B,SELLER093,387,2.8,3471
PROD00643,Brand_H,SELLER074,316,2.8,1392
PROD04020,Brand_A,SELLER091,23,4.4,2957
PROD03113,Brand_H,SELLER036,960,4.5,2305
PROD03531,Brand_E,SELLER022,58,2.8,3467
PROD03390,Brand_A,SELLER091,502,4.5,2404
PROD02261,Brand_G,SELLER014,218,2.6,3943
PROD04023,Brand_F,SELLER017,367,4.1,1530
PROD01718,Brand_B,SELLER034,811,4.5,2475
PROD00606,Brand_E,SELLER028,764,3.6,3930
PROD04614,Brand_E,SELLER074,77,4.5,4914
PROD04100,Brand_E,SELLER062,248,3.1,4538
PROD02854,Brand_D,SELLER003,772,4.6,4377
PROD04228,Brand_A,SELLER079,287,3.1,4356
PROD01617,Brand_D,SELLER033,736,5.0,261
PROD03749,Brand_E,SELLER078,149,4.3,4930
PROD01098,Brand_G,SELLER023,682,4.8,3535
PROD01420,Brand_B,SELLER082,964,4.4,599
PROD03352,Brand_B,SELLER073,696,2.7,2635
PROD04634,Brand_G,SELLER064,477,4.7,678
PROD02439,Brand_E,SELLER085,30,3.5,1812
PROD03508,Brand_C,SELLER047,729,4.3,3730
PROD04215,Brand_G,SELLER014,544,3.2,702
PROD02028,Brand_F,SELLER022,361,3.8,585
PROD03999,Brand_B,SELLER094,129,3.7,1035
PROD02324,Brand_F,SELLER059,434,3.6,4508
PROD01658,Brand_F,SELLER078,607,3.7,3528
PROD03517,Brand_C,SELLER094,521,4.0,2242
PROD01083,Brand_E,SELLER016,171,4.8,2692
PROD05000,Brand_A,SELLER081,397,3.6,4405
PROD02880,Brand_H,SELLER044,435,3.1,4166
PROD04972,Brand_C,SELLER029,605,4.2,832
PROD04657,Brand_E,SELLER054,286,3.5,2229
PROD04105,Brand_C,SELLER074,486,4.6,201
PROD02541,Brand_A,SELLER053,812,3.3,2895
PROD01125,Brand_H,SELLER083,795,3.8,1269
PROD00524,Brand_B,SELLER030,114,4.4,1837
PROD03410,Brand_A,SELLER001,599,2.7,1452
PROD02546,Brand_H,SELLER016,511,3.1,3200
PROD01234,Brand_D,SELLER013,434,3.3,2476
PROD04341,Brand_A,SELLER079,530,4.3,1465
PROD04141,Brand_D,SELLER013,811,3.9,1907
PROD01914,Brand_F,SELLER063,730,2.7,839
PROD03796,Brand_A,SELLER055,881,4.0,2445
PROD03282,Brand_C,SELLER027,262,3.9,4443
PROD03777,Brand_C,SELLER030,869,3.3,3458
PROD01218,Brand_G,SELLER056,921,3.6,1276
PROD03134,Brand_F,SELLER050,829,4.5,2817
PROD00480,Brand_D,SELLER049,508,4.2,3409
PROD01443,Brand_H,SELLER030,385,2.8,2081
PROD00461,Brand_F,SELLER072,901,3.6,554
PROD00488,Brand_E,SELLER030,453,4.3,4834
PROD01291,Brand_B,SELLER085,616,4.9,730
PROD00015,Brand_F,SELLER089,679,3.7,4727
PROD00638,Brand_A,SELLER032,699,4.1,733
PROD03590,Brand_F,SELLER067,515,2.9,3802
PROD00274,Brand_B,SELLER009,811,3.2,695
PROD00254,Brand_F,SELLER014,221,4.5,95
PROD01946,Brand_B,SELLER036,40,3.3,3711
PROD01696,Brand_E,SELLER057,396,4.5,1024
PROD01515,Brand_C,SELLER039,743,2.5,2729
PROD00703,Brand_F,SELLER009,630,4.5,316
PROD00285,Brand_D,SELLER095,509,2.8,1788
PROD01655,Brand_C,SELLER030,36,3.8,4971
PROD04814,Brand_C,SELLER029,408,3.8,3292
PROD02817,Brand_D,SELLER076,749,3.9,1235
PROD01947,Brand_E,SELLER073,204,3.0,4741
PROD02629,Brand_A,SELLER011,588,3.8,4102
PROD03305,Brand_H,SELLER011,983,2.9,3277
PROD04138,Brand_E,SELLER008,519,4.3,498
PROD02336,Brand_A,SELLER024,96,4.7,4466
PROD01419,Brand_C,SELLER100,822,3.7,3820
PROD03254,Brand_H,SELLER047,511,4.5,4622
PROD01544,Brand_G,SELLER095,196,4.3,4904
PROD04777,Brand_B,SELLER098,354,4.0,4682
PROD04580,Brand_E,SELLER094,880,4.8,1164
PROD03800,Brand_D,SELLER093,927,4.6,3432
PROD01126,Brand_B,SELLER078,169,3.4,3068
PROD02568,Brand_A,SELLER083,101,4.6,2365
PROD03141,Brand_A,SELLER086,869,2.9,2969
PROD03143,Brand_A,SELLER014,401,3.7,3682
PROD04381,Brand_H,SELLER034,449,2.6,910
PROD00077,Brand_B,SELLER073,904,3.0,1052
PROD01637,Brand_G,SELLER049,891,4.6,2163
PROD00730,Brand_H,SELLER025,656,3.8,520
PROD03804,Brand_D,SELLER060,400,5.0,2927
PROD02693,Brand_E,SELLER093,594,2.8,2269
PROD00927,Brand_H,SELLER067,234,4.7,1060
PROD01071,Brand_C,SELLER029,953,4.6,3960
PROD03546,Brand_H,SELLER002,170,3.3,593
PROD02627,Brand_E,SELLER065,444,2.5,761
PROD00146,Brand_B,SELLER099,762,4.5,2050
PROD01827,Brand_E,SELLER071,510,3.9,247
PROD02392,Brand_C,SELLER073,730,2.6,4023
PROD01767,Brand_G,SELLER080,570,3.0,3827
PROD02809,Brand_B,SELLER085,147,4.6,421
PROD02381,Brand_E,SELLER011,99,3.0,803
PROD01191,Brand_B,SELLER066,883,4.1,4563
PROD00840,Brand_B,SELLER054,109,3.1,4743
PROD02059,Brand_A,SELLER063,375,4.7,497
PROD02287,Brand_E,SELLER076,119,3.2,4969
PROD02468,Brand_E,SELLER069,428,3.5,731
PROD00754,Brand_H,SELLER025,787,3.7,4027
PROD03651,Brand_E,SELLER008,429,3.0,152
PROD00852,Brand_B,SELLER097,319,2.6,3466
PROD03179,Brand_A,SELLER082,462,3.6,596
PROD00870,Brand_C,SELLER068,347,3.9,673
PROD04471,Brand_F,SELLER085,522,3.2,4678
PROD02054,Brand_F,SELLER094,814,4.0,4874
PROD02505,Brand_E,SELLER012,708,2.8,1532
PROD03649,Brand_D,SELLER051,795,3.1,163
PROD00618,Brand_H,SELLER013,264,4.5,987
PROD02384,Brand_A,SELLER011,245,3.4,3433
PROD04640,Brand_E,SELLER085,351,3.1,1375
PROD03725,Brand_G,SELLER001,921,3.3,2486
PROD04233,Brand_C,SELLER077,750,2.8,2451
PROD04216,Brand_B,SELLER011,57,3.8,884
PROD04840,Brand_F,SELLER085,640,3.0,895
PROD01490,Brand_F,SELLER098,771,3.9,4008
PROD04961,Brand_D,SELLER002,120,3.0,4988
PROD00059,Brand_C,SELLER048,506,3.5,534
PROD02141,Brand_B,SELLER051,37,3.5,649
PROD02821,Brand_E,SELLER059,693,3.2,1184
PROD00747,Brand_E,SELLER080,424,4.1,2762
PROD00003,Brand_D,SELLER052,515,3.8,1960
PROD04581,Brand_C,SELLER041,163,4.2,3862
PROD04122,Brand_F,SELLER078,402,4.0,3564
PROD04808,Brand_H,SELLER010,397,3.6,4425
PROD00762,Brand_B,SELLER016,152,2.9,4956
PROD00347,Brand_D,SELLER021,963,2.8,54
PROD03919,Brand_B,SELLER079,695,2.7,3931
PROD03109,Brand_A,SELLER043,335,4.6,868
PROD03050,Brand_C,SELLER094,841,4.9,1045
PROD03121,Brand_D,SELLER021,5,4.6,3470
PROD03264,Brand_D,SELLER052,980,4.6,674
PROD00994,Brand_H,SELLER067,708,5.0,1678
PROD01373,Brand_F,SELLER074,213,2.6,3119
PROD03240,Brand_A,SELLER019,244,3.5,3754
PROD01726,Brand_H,SELLER037,591,4.8,4083
PROD02535,Brand_C,SELLER090,194,3.1,2014
PROD01107,Brand_C,SELLER060,280,4.7,2559
PROD03377,Brand_B,SELLER023,606,3.5,2341
PROD02400,Brand_H,SELLER064,70,5.0,4820
PROD01963,Brand_F,SELLER069,149,4.0,1814
PROD02230,Brand_H,SELLER076,395,2.9,2375
PROD03592,Brand_E,SELLER045,787,3.4,223
PROD00460,Brand_E,SELLER040,319,4.8,1698
PROD03153,Brand_E,SELLER100,152,2.5,3558
PROD00346,Brand_H,SELLER075,343,4.1,1438
PROD01372,Brand_B,SELLER001,66,4.7,2241
PROD02773,Brand_E,SELLER026,141,2.9,1495
PROD00175,Brand_A,SELLER033,234,4.9,3605
PROD02256,Brand_C,SELLER037,937,3.5,4447
PROD02983,Brand_H,SELLER039,901,3.6,627
PROD00905,Brand_D,SELLER063,965,2.8,3865
PROD00403,Brand_G,SELLER020,435,3.9,214
PROD02178,Brand_G,SELLER096,508,4.0,4839
PROD00865,Brand_E,SELLER040,136,3.1,644
PROD04507,Brand_B,SELLER100,238,4.3,1118
PROD02082,Brand_E,SELLER002,860,4.4,2335
PROD01760,Brand_C,SELLER096,120,3.3,2795
PROD00753,Brand_B,SELLER065,0,3.6,3298
PROD04296,Brand_D,SELLER014,577,2.8,3095
PROD03231,Brand_G,SELLER015,176,3.8,3709
PROD03940,Brand_H,SELLER055,558,4.5,1210
PROD03470,Brand_B,SELLER011,632,4.2,257
PROD01636,Brand_A,SELLER100,842,3.6,3604
PROD00187,Brand_A,SELLER045,527,3.8,3116
PROD02327,Brand_E,SELLER083,623,4.4,1789
PROD01894,Brand_A,SELLER077,643,4.9,1106
PROD02498,Brand_D,SELLER026,21,3.4,3851
PROD04547,Brand_F,SELLER055,192,3.8,3197
PROD02698,Brand_G,SELLER010,717,3.5,4186
PROD04367,Brand_G,SELLER035,643,3.2,246
PROD01245,Brand_C,SELLER080,632,3.9,430
PROD03905,Brand_F,SELLER062,934,4.6,2998
PROD01662,Brand_C,SELLER021,71,3.3,3862
PROD03229,Brand_G,SELLER045,885,3.1,3193
PROD04229,Brand_E,SELLER045,559,4.3,3020
PROD04236,Brand_H,SELLER007,376,3.8,219
PROD02049,Brand_C,SELLER052,152,4.7,2562
PROD00360,Brand_E,SELLER094,791,4.0,2089
PROD00029,Brand_H,SELLER050,581,4.7,696
PROD00651,Brand_H,SELLER008,753,3.9,4537
PROD00893,Brand_E,SELLER039,670,4.6,1651
PROD03501,Brand_C,SELLER025,261,3.8,1836
PROD00896,Brand_D,SELLER042,16,4.8,3151
PROD04993,Brand_G,SELLER092,283,4.2,2459
PROD02865,Brand_G,SELLER080,592,2.6,4299
PROD02731,Brand_F,SELLER094,185,3.6,3685
PROD03774,Brand_A,SELLER085,495,2.6,4703
PROD01707,Brand_B,SELLER085,692,3.9,3745
PROD02526,Brand_H,SELLER014,315,2.7,648
PROD03066,Brand_A,SELLER099,138,3.3,2294
PROD01174,Brand_B,SELLER070,685,3.0,3735
PROD00378,Brand_E,SELLER031,569,4.6,4936
PROD02242,Brand_H,SELLER044,112,3.8,4362
PROD00584,Brand_A,SELLER080,522,3.1,2904
PROD04884,Brand_A,SELLER088,907,4.4,3997
PROD02543,Brand_E,SELLER035,690,3.3,846
PROD02661,Brand_D,SELLER046,676,4.5,4311
PROD02670,Brand_F,SELLER020,365,4.4,448
PROD04842,Brand_A,SELLER042,364,4.1,1992
PROD03648,Brand_E,SELLER049,10,3.8,1012
PROD03711,Brand_H,SELLER090,505,3.4,491
PROD01045,Brand_F,SELLER035,873,4.4,4596
PROD03327,Brand_G,SELLER066,10,4.3,103
PROD03152,Brand_D,SELLER003,217,4.4,3599
PROD03959,Brand_G,SELLER090,252,3.0,1950
PROD02815,Brand_F,SELLER051,836,3.6,1595
PROD04896,Brand_H,SELLER038,113,2.6,1431
PROD02277,Brand_D,SELLER083,356,2.6,2452
PROD03973,Brand_D,SELLER039,225,2.9,644
PROD01728,Brand_G,SELLER096,672,3.4,2789
PROD03888,Brand_C,SELLER078,466,4.4,2859
PROD02745,Brand_E,SELLER027,206,4.1,1050
PROD00070,Brand_D,SELLER096,844,3.2,3958
PROD01777,Brand_H,SELLER083,826,4.3,3269
PROD00621,Brand_F,SELLER043,242,4.4,1400
PROD01458,Brand_H,SELLER039,442,2.6,1799
PROD00847,Brand_A,SELLER037,298,4.8,1690
PROD03206,Brand_D,SELLER092,510,3.4,4767
PROD02732,Brand_H,SELLER043,326,3.3,4150
PROD02449,Brand_C,SELLER051,897,3.6,2988
PROD00517,Brand_H,SELLER027,368,2.6,4689
PROD04747,Brand_A,SELLER040,752,3.4,4234
PROD00410,Brand_H,SELLER020,729,3.5,4423
PROD02657,Brand_G,SELLER017,20,5.0,2385
PROD03031,Brand_A,SELLER061,812,3.6,2152
PROD00731,Brand_H,SELLER017,685,3.1,860
PROD00309,Brand_A,SELLER019,900,3.4,1138
PROD03803,Brand_A,SELLER085,497,2.6,3386
PROD03644,Brand_C,SELLER051,718,3.4,3462
PROD03859,Brand_C,SELLER063,294,2.8,730
PROD01043,Brand_B,SELLER009,883,3.6,1969
PROD00709,Brand_B,SELLER025,249,4.3,1436
PROD04700,Brand_A,SELLER060,20,4.8,3302
PROD00681,Brand_A,SELLER013,452,2.9,2300
PROD04673,Brand_F,SELLER097,352,3.5,3924
PROD04350,Brand_E,SELLER067,428,4.2,3735
PROD02995,Brand_H,SELLER026,761,4.6,2372
PROD01847,Brand_H,SELLER084,482,4.4,4206
PROD03703,Brand_A,SELLER012,559,4.4,643
PROD01213,Brand_D,SELLER012,466,3.6,1198
PROD00181,Brand_D,SELLER075,601,2.7,4184
PROD01081,Brand_C,SELLER053,576,4.8,3672
PROD00036,Brand_C,SELLER029,298,3.5,323
PROD04514,Brand_A,SELLER037,25,4.8,158
PROD00685,Brand_C,SELLER019,918,3.7,3384
PROD03504,Brand_E,SELLER015,426,5.0,27
PROD03473,Brand_E,SELLER033,635,3.0,2405
PROD02240,Brand_D,SELLER035,0,3.5,1007
PROD01840,Brand_B,SELLER024,336,3.8,2589
PROD04040,Brand_C,SELLER052,877,3.6,590
PROD02127,Brand_G,SELLER093,407,3.4,280
PROD04339,Brand_B,SELLER053,114,2.7,2008
PROD01178,Brand_E,SELLER053,862,3.8,2921
PROD04577,Brand_G,SELLER073,259,4.4,2690
PROD03621,Brand_A,SELLER054,100,3.6,1928
PROD00916,Brand_C,SELLER053,293,4.8,4347
PROD00085,Brand_D,SELLER028,976,4.1,204
PROD01982,Brand_E,SELLER088,175,4.9,939
PROD01013,Brand_F,SELLER007,275,4.9,109
PROD04919,Brand_F,SELLER080,689,3.9,225
PROD04028,Brand_B,SELLER088,1000,2.8,4523
PROD01641,Brand_B,SELLER086,679,3.6,2025
PROD03314,Brand_E,SELLER014,38,4.9,2901
PROD00559,Brand_G,SELLER048,606,3.5,4322
PROD04079,Brand_C,SELLER062,162,4.6,2522
PROD00295,Brand_H,SELLER030,126,3.2,1460
PROD01281,Brand_E,SELLER045,599,3.8,104
PROD02858,Brand_A,SELLER076,791,4.2,3684
PROD02557,Brand_G,SELLER058,554,4.8,566
PROD03848,Brand_E,SELLER050,961,4.7,2979
PROD02782,Brand_G,SELLER093,832,2.8,3954
PROD01851,Brand_F,SELLER079,885,2.7,2270
PROD01640,Brand_E,SELLER098,239,3.0,1868
PROD03554,Brand_B,SELLER046,313,4.5,4567
PROD02187,Brand_E,SELLER037,566,4.4,1111
PROD03458,Brand_G,SELLER100,678,4.5,4808
PROD02572,Brand_E,SELLER005,318,3.8,4104
PROD04914,Brand_B,SELLER097,143,4.9,3112
PROD03346,Brand_C,SELLER042,648,2.9,650
PROD02525,Brand_B,SELLER011,415,4.6,2982
PROD02094,Brand_B,SELLER074,532,3.8,1344
PROD03860,Brand_E,SELLER003,949,3.7,1021
PROD00427,Brand_A,SELLER039,101,2.7,1510
PROD03362,Brand_A,SELLER067,251,4.6,2456
PROD01491,Brand_A,SELLER018,168,3.8,3057
PROD03514,Brand_C,SELLER096,759,3.3,3190
PROD01665,Brand_H,SELLER097,548,3.1,1999
PROD01196,Brand_B,SELLER050,312,3.2,4163
PROD01739,Brand_A,SELLER097,829,4.6,4598
PROD04346,Brand_D,SELLER075,361,4.3,3918
PROD02161,Brand_H,SELLER030,378,3.3,1600
PROD03827,Brand_G,SELLER006,313,4.4,2232
PROD01480,Brand_F,SELLER067,903,2.5,2214
PROD01000,Brand_H,SELLER037,92,3.7,598
PROD03712,Brand_F,SELLER034,674,2.5,4097
PROD01459,Brand_C,SELLER094,895,4.0,601
PROD03542,Brand_F,SELLER040,692,4.8,2628
PROD03017,Brand_H,SELLER063,430,4.4,2307
PROD02382,Brand_G,SELLER099,450,3.3,360
PROD00882,Brand_F,SELLER046,44,4.9,4416
PROD01471,Brand_C,SELLER023,971,2.6,982
PROD00641,Brand_G,SELLER003,545,3.5,3654
PROD04931,Brand_D,SELLER009,828,3.3,2681
PROD01190,Brand_D,SELLER095,151,4.8,2279
PROD03983,Brand_A,SELLER072,808,4.0,1724
PROD03673,Brand_E,SELLER091,660,5.0,4710
PROD01075,Brand_B,SELLER081,108,4.6,3332
PROD00827,Brand_F,SELLER018,684,4.7,2966
PROD04125,Brand_B,SELLER091,441,4.1,107
PROD02192,Brand_G,SELLER079,198,3.1,539
PROD00968,Brand_G,SELLER083,188,4.4,760
PROD01008,Brand_C,SELLER041,763,3.0,4756
PROD01242,Brand_D,SELLER094,61,3.7,2203
PROD04239,Brand_F,SELLER020,355,3.1,3367
PROD04536,Brand_C,SELLER038,748,3.8,2671
PROD00192,Brand_A,SELLER032,931,3.4,4781
PROD01022,Brand_F,SELLER050,59,3.4,3150
PROD01147,Brand_D,SELLER046,659,4.4,280
PROD00672,Brand_G,SELLER086,31,4.2,2091
PROD03469,Brand_B,SELLER096,54,4.7,3200
PROD00268,Brand_G,SELLER037,626,4.5,62
PROD02485,Brand_E,SELLER075,69,2.6,624
PROD00554,Brand_H,SELLER091,408,3.4,657
PROD01221,Brand_A,SELLER051,346,3.9,2108
PROD01357,Brand_F,SELLER040,7,2.9,4693
PROD00156,Brand_B,SELLER093,325,3.6,1851
PROD00198,Brand_E,SELLER059,859,4.3,99
PROD01387,Brand_C,SELLER081,2,3.3,4772
PROD00425,Brand_H,SELLER090,299,4.0,2370
PROD00237,Brand_H,SELLER087,391,3.6,2675
PROD01378,Brand_A,SELLER047,203,3.9,907
PROD04898,Brand_F,SELLER046,999,3.6,1667
PROD04559,Brand_C,SELLER085,732,3.7,2010
PROD04912,Brand_E,SELLER034,166,3.2,1623
PROD03647,Brand_B,SELLER029,900,4.3,4524
PROD02932,Brand_H,SELLER010,618,3.9,3283
PROD04663,Brand_A,SELLER062,311,2.7,3105
PROD00190,Brand_H,SELLER046,182,4.5,3105
PROD04060,Brand_G,SELLER018,889,3.4,2908
PROD00610,Brand_G,SELLER037,197,4.4,4708
PROD03880,Brand_D,SELLER032,376,3.2,1353
PROD02567,Brand_A,SELLER066,863,3.4,2293
PROD03291,Brand_G,SELLER038,431,4.6,2933
PROD04816,Brand_B,SELLER029,530,3.4,2464
PROD00362,Brand_D,SELLER078,447,4.9,2296
PROD04155,Brand_A,SELLER002,771,3.7,4661
PROD01747,Brand_B,SELLER064,431,4.8,1937
PROD01593,Brand_E,SELLER099,195,3.3,4886
PROD04812,Brand_A,SELLER075,567,2.7,2445
PROD03856,Brand_F,SELLER068,28,3.7,4452
PROD04054,Brand_G,SELLER080,49,2.8,3351
PROD03065,Brand_D,SELLER048,544,3.0,2512
PROD03544,Brand_D,SELLER061,260,3.4,3498
PROD02265,Brand_H,SELLER051,491,3.3,3043
PROD04450,Brand_F,SELLER039,964,4.5,530
PROD01720,Brand_G,SELLER014,356,5.0,4550
PROD03687,Brand_F,SELLER067,180,3.6,656
PROD02455,Brand_B,SELLER086,56,4.3,4039
PROD00890,Brand_F,SELLER094,407,4.1,289
PROD01687,Brand_C,SELLER048,167,4.5,2636
PROD03187,Brand_A,SELLER010,842,5.0,259
PROD01169,Brand_A,SELLER041,69,4.3,262
PROD03204,Brand_H,SELLER018,712,3.7,237
PROD02243,Brand_A,SELLER062,669,3.2,202
PROD01351,Brand_G,SELLER034,336,3.2,2859
PROD01119,Brand_E,SELLER056,736,3.4,4768
